							ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					Greedy					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	3	21	400	0.5	1.0	00:00:31.08	00:02:52.08	00:00:30.27	00:03:11.73	00:00:30.95	00:02:49.11	00:01:03.59	453.66795366795367	-2.6061776061776025	516.8918918918919	-0.4182754182754151	444.11196911196924	104.60102960102961	-81.93863319386332	-82.40934449093444	11.419107391910742	-82.01417945141795	-1.7259414225941252	-63.046257554625754	2.6759167492566855	468.48364717542114	533.3994053518335	2.246448629005615	458.67195242814665	110.07598282127522	-83.78970427163198	-10.248787357221095	-84.21217336879987	-83.8575079538935	-11.797840713503351	-66.83356803838731	0.42003231017770276	455.9935379644588	-2.1970920840064614	519.4830371567043	446.3974151857836	105.46042003231018	-81.62142983856663	1.7562533262373428	-82.10040801844953	13.375909171545134	-81.6983028797824	-62.39725622375969	-51.12439062745715	170.60858625570054	-52.398175813807214	201.5096713319704	-51.32882528699481	165.93804057241707	
	10	3	21	300	0.5	1.0	00:00:31.20	00:02:48.10	00:00:30.87	00:03:15.26	00:00:31.66	00:02:47.90	00:01:03.77	438.78205128205127	-1.0576923076923022	525.8333333333334	1.4743589743589771	438.14102564102575	104.39102564102566	-81.43961927424152	-81.63593099345627	16.157049375371802	-81.16597263533612	-0.11897679952408605	-62.06424747174301	1.068999028182696	444.54162617427914	532.52348558471	2.5591188856494953	443.8937479753807	106.57596371882087	-84.02130492676432	-13.909658916316706	-84.19031035542353	-83.78572160196661	-14.01208644883744	-67.34098125576155	-1.4529374605180065	430.95388502842707	-2.4952621604548297	516.7403663929248	430.3221730890714	101.42135186355021	-81.41751042287076	0.11911852293030889	-81.61405598570578	16.295413936867174	-81.14353782013103	-62.01905896366885	-51.07417280853067	163.6035753489101	-51.59165751920967	206.1941351732789	-50.352830484553856	163.28994825152893	
	10	3	21	100	1.0	0.33	00:00:34.85	00:05:07.05	00:00:30.99	00:06:42.42	00:00:31.40	00:05:04.98	00:00:52.92	781.0616929698708	-11.076040172166437	1054.7202295552368	-9.899569583931141	775.1219512195122	51.85078909612625	-88.65005699397491	-89.90718124084025	31.06008793356131	-89.7736524995929	-0.6741573033707843	-82.76502198339031	12.455630848660869	890.8034849951598	1198.5479186834464	1.3230074217489518	884.1239109390127	70.76476282671831	-91.33989364345709	-23.699120322051588	-92.29909050246012	-92.1972068982655	-24.213508274936633	-86.84956016102578	10.987261146496826	877.8662420382167	-1.3057324840764337	1181.5923566878982	871.2738853503187	68.53503184713378	-88.57302118171683	0.678733031674206	-89.83867794609482	31.949636041707652	-89.70424290117386	-82.6480424945898	-34.145880574452	480.21541950113374	-41.43990929705216	660.4308390022675	-40.665154950869244	476.30385487528343	
	10	3	21	200	1.0	0.33	00:00:33.87	00:05:20.51	00:00:29.98	00:06:45.30	00:00:30.20	00:05:22.96	00:01:12.02	846.2946560377916	-11.485090050191902	1096.634189548273	-10.835547682314727	853.5281960436965	112.63655152051963	-89.43246700570965	-90.64615768618764	26.454712801472656	-90.57751708215032	0.7644067267791922	-77.5295622601479	12.975316877918603	969.0793862575049	1251.9012675116744	0.7338225483655733	977.251501000667	140.22681787858568	-91.64322723908217	-20.920305946212686	-92.60301011596349	-92.54872933629412	-20.31581544534913	-82.2304465827782	12.152317880794696	961.2913907284769	-0.7284768211920492	1242.0529801324503	969.4039735099338	138.47682119205297	-89.51263314342334	-0.758607877136484	-90.71711667079514	25.495417389150372	-90.64899677978697	-77.70002477086946	-52.971396834212726	345.02915856706477	-58.37267425715078	462.76034434879205	-58.06720355456817	348.4309913912802	
	10	3	21	500	1.0	0.33	00:00:34.00	00:05:19.71	00:00:35.53	00:06:56.63	00:00:32.83	00:05:20.73	00:01:11.08	840.3235294117646	4.5000000000000036	1125.3823529411766	-3.4411764705882404	843.3235294117648	109.05882352941177	-89.36536235963843	-88.88680366582214	30.314972944230718	-89.73131900785087	0.3190391292108595	-77.7673516624441	-4.306220095693783	799.8311286236981	1072.6146918097384	-7.599211933577267	802.7019420208276	100.05629045876722	-91.8392818568034	-23.26284713054749	-91.47204954035956	-92.12010656937811	-23.018025586251582	-82.93929865828193	3.563813585135552	873.8349070971673	8.224185196466657	1169.052695705148	876.9418215047214	116.5092902832775	-89.39918311352227	-0.3180245065943437	-88.9221463536308	29.900539394506275	-89.7639759299099	-77.83805693262245	-52.166572875633086	349.7889701744513	-50.01406865503658	486.14237478897024	-53.81260551491277	351.2239729881824	
	10	3	21	400	1.0	0.33	00:00:34.38	00:05:24.02	00:00:32.79	00:07:19.34	00:00:33.07	00:05:20.02	00:01:06.33	842.4665503199533	-4.6247818499127495	1177.894124490983	-3.810354857475283	830.8318789994182	92.93193717277485	-89.38954385531758	-89.88025430528978	35.59039565458922	-89.79383988642677	-1.2344916980433307	-79.52904141719648	4.849039341262591	888.1671241232082	1239.8597133272337	0.8539188777066213	875.9682830131137	102.28728270814274	-92.17462557472572	-26.24846360449766	-92.53653207083352	-92.47280010925479	-27.158920198479535	-84.90235353029544	3.9612942243725495	879.8004233444209	-0.8466888418506233	1228.5152706380404	867.7048684608407	100.57453885697005	-89.25692144240985	1.2499218798825076	-89.75376538966314	37.285169676895194	-89.66627085807137	-79.27317042684832	-48.16824966078697	388.4969093924318	-50.565355042966985	562.3548922056384	-50.14322327755163	382.46645560078395	
	10	3	21	300	1.0	0.33	00:00:33.73	00:05:20.12	00:00:36.53	00:06:56.73	00:00:33.15	00:05:20.86	00:01:06.95	849.0661132522977	8.301215535131943	1135.487696412689	-1.7195375037058949	851.2600059294398	98.48799288467242	-89.46332625265525	-88.58865425465451	30.179307759590156	-89.64450830938398	0.23116331375734384	-79.08596776208921	-7.664932931836859	776.3208321927184	1040.7883931015604	-9.252669039145914	778.346564467561	83.27402135231317	-91.90603028339692	-23.182876202817173	-91.2341324118734	-92.04520912821252	-23.005303193914525	-83.93444196482135	1.7496229260935092	865.6711915535446	10.196078431372557	1157.1040723981903	867.9034690799398	101.96078431372551	-89.48762700243095	-0.23063018138752386	-88.61497226204577	29.87907498597519	-89.66839119865362	-79.13420183257496	-49.619118745332344	378.1478715459298	-45.43689320388349	522.4495892457057	-50.48543689320388	379.25317401045555	
	10	3	21	100	0.5	0.33	00:00:31.87	00:06:57.75	00:00:28.59	00:08:47.48	00:00:35.68	00:07:07.94	00:01:26.15	1210.7938500156888	-10.29181048007531	1555.098839033574	11.954816441794787	1242.767492940069	170.316912456856	-92.37103530819869	-93.15619389587074	26.266906044284866	-91.4590065828845	2.439257929383602	-79.37761819269899	11.472542847149358	1361.1752360965374	1744.9807625043723	24.798880727527106	1396.8170689052117	201.32913606155998	-93.95806476074922	-20.802684461970124	-94.5798892849018	-93.23576249336467	-18.87085766284978	-83.66762720861455	-10.67825112107623	1070.82399103139	-19.871076233183857	1378.3632286995517	1099.3834080717488	141.4517937219731	-92.55269430293967	-2.381174931065102	-93.31915689115297	23.260270131326827	-91.66238257699678	-79.86867317848295	-63.00638421358096	384.91004062681367	-66.81369704004642	512.2809053975624	-58.58386535113175	396.7382472431804	
	10	3	21	200	0.5	0.33	00:00:37.15	00:07:19.86	00:00:31.33	00:09:40.61	00:00:36.25	00:07:28.15	00:01:16.92	1084.0107671601618	-15.666218034993271	1462.8802153432034	-2.4226110363391617	1106.3257065948858	107.05248990578735	-91.55413085981904	-92.87727913427	31.998817805665436	-91.75874141772383	1.884690583367427	-82.5126176510708	18.576444302585383	1303.957867858283	1753.20778806256	15.703798276412389	1330.418129588254	145.51548037025216	-93.60155698317287	-24.241745750159318	-94.60395101703381	-93.75656636985241	-22.813937066189013	-86.75186441845645	2.4827586206896513	1113.4068965517242	-13.572413793103452	1501.6827586206898	1136.2758620689654	112.19310344827586	-91.71036483320317	-1.8498270668302945	-93.00903715273904	29.55706794600023	-91.91119044962625	-82.83610398304138	-51.703068122724915	471.84087363494535	-59.269370774830996	654.8231929277171	-52.87311492459699	482.61830473218924	
	10	3	21	500	0.5	0.33	00:00:36.30	00:08:13.47	00:00:36.37	00:09:46.25	00:00:35.90	00:07:58.15	00:01:17.06	1259.4214876033059	0.19283746556473907	1515.0137741046833	-1.1019283746556436	1217.2176308539945	112.2865013774105	-92.64392972217156	-92.62974446268264	18.80154821974993	-92.72498834782257	-3.10454536243339	-84.38405576833445	-0.1924663183942818	1256.8050591146553	1511.9054165521036	-1.2922738520758836	1214.6824305746495	111.87792136376136	-93.80810234541579	-15.826012793176968	-93.79616204690832	-93.87633262260128	-18.439232409381667	-86.85543710021322	1.1142061281337008	1274.5682451253483	1.3091922005571	1533.008356545961	1231.8941504178274	114.65181058495824	-92.40824009202133	3.2040154763149746	-92.39360033462303	22.607968210812512	-92.49189584858308	-83.88371849837917	-52.89384894887101	540.371139371918	-52.803010641058926	660.7708279262912	-53.41292499351156	520.4905268621853	
	10	3	21	400	0.5	0.33	00:00:36.62	00:07:23.74	00:00:31.92	00:09:32.16	00:00:36.50	00:07:12.29	00:01:08.91	1111.7422173675586	-12.834516657564162	1462.4249044238122	-0.3276897870016315	1080.4751501911526	88.17586018569088	-91.74741966016136	-92.8065984585568	28.94037048722224	-91.7744625230991	-2.580339838644248	-84.47063595799342	14.724310776942342	1290.1629072681703	1692.4812030075188	14.34837092731829	1254.2919799498745	115.8834586466165	-93.599692393736	-22.444770693512297	-94.42114093959732	-93.62066554809843	-24.4459591722595	-87.95616610738256	0.3287671232876642	1115.7260273972604	-12.547945205479447	1467.5616438356165	1084.3561643835617	88.7945205479452	-91.52883480996553	2.648684910592424	-92.61606791737029	32.355594623979265	-91.55659395313332	-84.05931203590183	-46.85822086779858	543.9413728051081	-53.67871136264692	730.3003918154114	-47.03236105064577	527.3254970251053	
	10	3	21	300	0.5	0.33	00:00:38.08	00:07:22.07	00:00:36.76	00:09:41.37	00:00:38.69	00:07:22.24	00:01:12.43	1060.8981092436975	-3.4663865546218497	1426.7069327731092	1.6018907563025195	1061.3445378151262	90.20483193277313	-91.38597959599159	-91.68457484108852	31.510846698486667	-91.24799239939377	0.038455448232184025	-83.61571696790101	3.590859630032645	1102.5843307943417	1481.5288356909687	5.250272034820457	1103.0467899891187	97.03482045701853	-93.44995441801261	-23.960644684108228	-93.67700431738824	-93.34502984330118	-23.93140340918864	-87.54149680926089	-1.576634789351252	1042.5949857844405	-4.98836908761954	1402.636340139571	1043.0343758077024	87.20599638149396	-91.38929088277858	-0.038440665701884924	-91.68777134587555	31.460293053545584	-91.25135672937772	-83.62201519536903	-47.425100096645046	510.3410189148143	-49.24754935800084	702.6646417230428	-46.5829076349579	510.5757282893828	
	10	3	21	100	0.5	0.66	00:00:24.22	00:04:35.22	00:00:25.55	00:05:57.22	00:00:30.32	00:04:34.87	00:01:18.31	1036.3336085879441	5.491329479768794	1374.896779521057	25.185796862097448	1034.8885218827415	223.3278282411231	-91.19976745876026	-90.71651769493496	29.79434634110893	-88.98335876753143	-0.12717099048035124	-71.54639924424097	-5.205479452054802	977.1819960861058	1298.1213307240705	18.6692759295499	975.8121330724069	206.49706457925637	-93.21986450926599	-22.95504171099042	-92.84754493029506	-91.51223335759477	-23.05302054756173	-78.07793516600414	-20.118733509234833	807.717678100264	-15.732189973614775	1078.1662269129288	806.5633245382585	158.278364116095	-91.1885618656092	0.1273329210172164	-90.70469676574379	29.959617273620264	-88.96933095645214	-71.51016844326409	-69.07163836036267	251.44936789682038	-67.37326012003577	356.16140978163713	-61.28208402502874	251.00242625462906	
	10	3	21	200	0.5	0.66	00:00:30.13	00:04:46.18	00:00:30.78	00:06:11.06	00:00:30.45	00:04:45.81	00:01:16.91	849.8174576833721	2.157318287421182	1131.5300365084634	1.0620643876535025	848.5894457351478	155.26053767009626	-89.47166119225662	-89.24453141379551	29.659654762736736	-89.35984345516808	-0.12928925850863252	-73.12530575162486	-2.111760883690715	829.7595841455492	1105.5230669265757	-1.0721247563352887	828.5575048732943	149.87004548408055	-91.88001940387	-22.875006737454857	-91.70484557753463	-91.79377998167413	-22.974721069368837	-79.27289387161105	-1.050903119868638	839.8357963875206	1.083743842364538	1118.5878489326767	838.6206896551724	152.57799671592772	-89.4580315594276	0.12945663202827212	-89.23060774640496	29.82750778489206	-89.34606906686261	-73.090514677583	-60.82434013782343	272.09725653361073	-59.97919646339878	382.46001820309453	-60.408269405798976	271.61617474970745	
	10	3	21	500	0.5	0.66	00:00:32.87	00:04:46.61	00:00:32.29	00:06:12.09	00:00:30.75	00:04:48.79	00:01:12.82	771.9501064800731	-1.764526924247029	1032.0048676604806	-6.449650136902944	778.5822938850016	121.53939762701552	-88.53145389204843	-88.73381947594292	29.824500191898384	-89.27113499180071	0.7606154704999849	-74.59265203586756	1.7962217404769227	787.6122638587799	1052.338185196655	-4.769278414369771	794.3635800557448	125.51873645091358	-91.16611572469027	-22.972936655110313	-91.32199199118493	-91.73587035394662	-22.387056894837258	-80.42946598941117	6.894308943089422	832.0650406504064	5.00813008130081	1110.0487804878048	839.1544715447155	136.81300813008127	-88.618026939991	-0.7548737837182751	-88.8188649191454	28.84448907510646	-89.35212438103812	-74.78444544478687	-54.8613018401538	293.5869266684977	-55.65778632243889	410.9722603680308	-57.772589947816535	296.58060972260375	
	10	3	21	400	0.5	0.66	00:00:31.45	00:04:46.78	00:00:30.70	00:06:12.04	00:00:31.63	00:04:49.32	00:01:06.07	811.8600953895073	-2.384737678855326	1082.9570747217808	0.5723370429252773	819.9364069952306	110.07949125596181	-89.03340539786596	-89.29492991143036	29.730106702001553	-88.97063951461051	0.8856963526047914	-76.96143385173303	2.44299674267101	834.1368078175896	1111.85667752443	3.0293159609120512	842.4104234527688	115.2117263843648	-91.54660789162456	-22.916890656918625	-91.74819911837437	-91.49822599720461	-22.234168368992588	-82.24115686485325	-0.5690799873537772	806.6708820739804	-2.9402466013278525	1076.2251027505533	814.7012330066392	108.88397091368954	-89.12968339554818	-0.877920641504224	-89.38891193142541	28.59117931701923	-89.06746854693765	-77.16369417945528	-52.398970788557584	334.0547903738459	-53.534130467685785	463.0997426971395	-52.126532465566825	337.89919782049344	
	10	3	21	300	0.5	0.66	00:00:31.65	00:04:50.65	00:00:32.40	00:06:11.03	00:00:31.94	00:04:47.04	00:01:07.28	818.3254344391786	2.3696682464454977	1072.2906793048974	0.9162717219589344	806.919431279621	112.57503949447079	-89.11061414071908	-88.85257182177878	27.65525546189575	-89.0108377773955	-1.2420436951659926	-76.85188370892826	-2.314814814814815	797.067901234568	1045.1543209876543	-1.4197530864197447	785.925925925926	107.65432098765433	-91.46969247769722	-21.66401638681508	-91.26755248901706	-91.39153168207422	-22.636983532328912	-81.86669541546506	-0.9079524107702025	809.987476518472	1.4402003757044373	1061.6468378209142	798.6850344395742	110.64495929868502	-88.97366220735786	1.2576644370122478	-88.7123745819398	29.260730211817148	-88.8726309921962	-76.56075808249722	-52.957788347205714	332.000594530321	-51.84304399524377	451.4714625445897	-52.526753864447095	326.6349583828775	
	10	3	21	100	1.0	1.0	00:00:26.35	00:00:29.17	00:00:20.08	00:00:29.45	00:00:21.84	00:00:29.40	00:00:53.36	10.702087286527515	-23.79506641366225	11.764705882352933	-17.115749525616703	11.574952561669818	102.50474383301706	-9.667466575248543	-31.1621528968118	0.95989029825162	-25.128556736372992	0.7884813164209697	82.92766540966745	31.22509960159364	45.26892430278887	46.663346613545826	8.764940239043833	46.41434262948208	165.7370517928287	-10.526315789473676	-0.9507640067911632	-31.81663837011885	-25.840407470288625	-0.16977928692699734	81.18845500848897	20.650183150183157	33.56227106227107	-8.058608058608066	34.84432234432234	34.615384615384606	144.32234432234432	-10.374149659863937	-0.7823129251700576	-31.700680272108844	0.17006802721088676	-25.71428571428571	81.49659863945578	-50.6184407796102	-45.3335832083958	-62.368815592203894	-44.80884557721139	-59.070464767616194	-44.90254872563718	
	10	3	21	200	1.0	1.0	00:00:22.11	00:00:25.88	00:00:21.95	00:00:29.70	00:00:21.07	00:00:29.30	00:00:53.39	17.051108095884214	-0.7236544549977393	34.32835820895522	-4.703753957485297	32.51922207146089	141.4744459520579	-14.567233384853168	-15.1854714064915	14.760432766615148	-18.58578052550231	13.214837712519328	106.2982998454405	0.728929384965832	17.904328018223232	35.307517084282466	-4.009111617312069	33.485193621867886	143.2346241457859	-25.555555555555554	-12.861952861952863	-26.094276094276097	-29.057239057239055	-1.346801346801342	79.76430976430977	4.935927859515895	22.828666350261027	4.176554342667295	40.95870906502135	39.06027527289986	153.39345040341718	-24.539249146757683	-11.672354948805467	-25.085324232081916	1.3651877133105754	-28.088737201365188	82.21843003412968	-58.58775051507773	-51.52650309046638	-58.88743210339015	-44.3716051695074	-60.53568083910845	-45.12080914028844	
	10	3	21	500	1.0	1.0	00:00:24.63	00:00:25.38	00:00:23.56	00:00:27.84	00:00:25.15	00:00:29.30	00:00:43.81	3.0450669914738127	-4.344295574502641	13.032886723507922	2.1112464474218418	18.960617133576946	77.87251319529031	-2.955082742316785	-7.1710007880220665	9.692671394799058	-0.9062253743104823	15.44523246650907	72.61623325453114	4.5415959252971145	7.72495755517827	18.166383701188458	6.748726655348047	24.36332767402378	85.95076400679119	-11.530172413793107	-8.836206896551728	-15.37356321839081	-9.662356321839086	5.244252873563222	57.36350574712644	-2.067594433399601	0.9145129224652104	-6.322067594433399	10.695825049701794	16.500994035785297	74.19483101391651	-15.93856655290103	-13.378839590443691	-19.590443686006832	-4.98293515358362	-14.163822525597277	49.5221843003413	-43.77995891349008	-42.06802099977175	-46.22232367039489	-36.45286464277562	-42.593015293312035	-33.12029217073727	
	10	3	21	400	1.0	1.0	00:00:24.31	00:00:25.55	00:00:24.52	00:00:25.50	00:00:25.78	00:00:28.72	00:00:51.58	5.100781571369815	0.8638420403126321	4.8951048951049	6.04689428218841	18.140682846565202	112.17605923488276	-4.853228962818012	-4.03131115459883	-0.1956947162426642	0.9001956947162443	12.407045009784728	101.87866927592954	-0.8564437194127278	4.200652528548129	3.996737357259382	5.138662316476352	17.128874388254484	110.35889070146818	-4.666666666666671	0.1960784313725518	-3.8431372549019627	1.098039215686279	12.627450980392151	102.27450980392156	-5.7020946470131975	-0.8921644685802964	-4.8875096974398815	-1.0861132660977546	11.404189294026368	100.07757951900697	-15.35515320334262	-11.037604456824507	-14.623955431754872	-11.211699164345399	-10.236768802228404	79.59610027855153	-52.86932919736332	-50.465296626599454	-52.46219464908879	-50.562233423807676	-50.01938735944164	-44.31950368359829	
	10	3	21	300	1.0	1.0	00:00:24.95	00:00:30.38	00:00:23.93	00:00:29.59	00:00:25.99	00:00:25.58	00:00:49.17	21.763527054108216	-4.088176352705409	18.597194388777556	4.16833667334669	2.5250501002003967	97.0741482965932	-17.873601053324556	-21.231073074391045	-2.600394996708358	-14.450296247531272	-15.79986833443055	61.849901250822924	4.262432093606351	26.953614709569575	23.65231926452152	8.608441287087333	6.895110739657328	105.47430004178855	-15.680973301791148	2.669820885434265	-19.12808381209868	-12.166272389320723	-13.551875633660027	66.17100371747212	-4.001539053482105	16.891111966140826	-7.926125432858787	13.851481338976534	-1.5775298191612164	89.18814928818777	-2.4628616106333037	18.764659890539487	-6.450351837372942	15.6763096168882	1.6028146989835816	92.22048475371386	-49.25767744559691	-38.21435834858654	-51.33211307707952	-39.821029082774054	-47.142566605653855	-47.97640837909295	
	10	2	21	100	1.0	0.66	00:00:23.10	00:02:43.26	00:00:22.31	00:02:41.29	00:00:26.17	00:02:44.18	00:00:48.99	606.7532467532467	-3.4199134199134313	598.2251082251082	13.290043290043291	610.7359307359308	112.07792207792207	-85.8507901506799	-86.3346808771285	-1.2066642165870385	-83.97035403650618	0.563518314345226	-69.99264976111724	3.541012998655324	631.7794710891976	622.9493500672344	17.301658449125966	635.903182429404	119.5876288659794	-85.67797135594272	1.221402442804885	-86.16777233554467	-83.7745675491351	1.7918035836071766	-69.62613925227849	-11.73098968284295	523.8440962934657	-14.749713412304175	516.3163928162018	527.3595720290408	87.19908291937332	-85.93007674503595	-0.5603605798513923	-86.41125593860397	-1.7602631258375043	-84.06017785357534	-70.16079912291387	-52.84751990202082	233.25168401714632	-54.46009389671362	229.2304551949377	-46.58093488467034	235.1296182894468	
	10	2	21	200	1.0	0.66	00:00:27.28	00:02:42.35	00:00:25.17	00:02:47.13	00:00:27.21	00:02:40.62	00:00:46.89	495.12463343108504	-7.734604105571845	512.6466275659824	-0.25659824046920926	488.782991202346	71.88416422287389	-83.1967970434247	-84.49645826917155	2.9442562365260248	-83.23991376655374	-1.0655990144748935	-71.1179550354173	8.382995629717914	545.0139054429877	564.0047675804528	8.10488676996424	538.140643623361	86.29320619785457	-83.67737689223958	-2.8600490636031837	-84.93986716926942	-83.7192604559325	-3.895171423442824	-71.9439956919763	0.25725836089673015	496.6556413083425	-7.4972436604189605	514.2227122381477	490.2976846747519	72.32635060639471	-83.01581372182791	1.0770763292242496	-84.32947329099738	4.053044452745605	-83.05939484497571	-70.80687336570787	-41.821283855832796	246.23587118788652	-46.321177223288544	256.4299424184261	-41.97056941778631	242.54638515674984	
	10	2	21	500	1.0	0.66	00:00:25.97	00:02:45.10	00:00:25.64	00:02:53.25	00:00:26.71	00:02:45.12	00:00:57.79	535.7335386984983	-1.270696958028488	567.1159029649596	2.8494416634578434	535.8105506353486	122.52599152868694	-84.27013930950939	-84.47001817080556	4.936402180496673	-83.82192610539066	0.012113870381593115	-64.9969715324046	1.2870514820592756	543.915756630265	575.7020280811232	4.173166926677068	543.9937597503902	125.39001560062401	-85.01010101010101	-4.704184704184708	-85.20057720057721	-84.58297258297259	-4.69264069264069	-66.64357864357865	-2.7704979408461323	518.1205540995882	-4.005990265818046	548.6334706102583	518.1954324223137	116.36091351553723	-84.27204457364341	-0.01211240310078139	-84.47189922480621	4.923691860465113	-83.82388565891472	-65.00121124031008	-55.06142931302994	185.68956566880084	-55.63246236373075	199.79235161792698	-53.780930956912954	185.7241737324797	
	10	2	21	400	1.0	0.66	00:00:26.40	00:02:44.44	00:00:25.94	00:02:52.97	00:00:25.81	00:02:46.21	00:01:01.31	522.8787878787879	-1.7424242424242322	555.1893939393939	-2.2348484848484844	529.5833333333334	132.2348484848485	-83.94551204086596	-84.225249331063	5.1873023595232315	-84.30430552177086	1.0763804427146741	-62.71588421308684	1.773323053199681	533.9244410177332	566.8080185042405	-0.5011565150347053	540.7478797224364	136.3531225905937	-84.73723767127247	-4.931491010001735	-85.00317974215183	-85.07833728392207	-3.9081921720529516	-64.5545470312771	2.285935683843471	537.1173963580007	0.503680743897724	570.1666020922123	543.9752034095312	137.54358775668348	-84.11647915287888	-1.0649178749774442	-84.39323747066963	4.067143974490097	-84.47145177787137	-63.11292942662896	-56.94014027075518	168.21073234382644	-57.690425705431416	182.1236339911923	-57.90246289349209	171.09770021203718	
	10	2	21	300	1.0	0.66	00:00:25.37	00:02:42.63	00:00:25.77	00:02:53.77	00:00:27.16	00:02:43.22	00:00:57.61	541.0327158060701	1.576665352778867	584.9428458809617	7.055577453685452	543.358297201419	127.07922743397711	-84.40017216995635	-84.15421508946687	6.84990469163132	-83.29951423476604	0.3627866937219476	-64.5760314825063	-1.5521924718665059	531.0826542491268	574.3112145906092	5.39386883973613	533.37213814513	123.55452076057432	-85.40024169879726	-6.410772860677916	-85.17005236807273	-84.37014444380503	-6.071243597859246	-66.84698164240088	-6.590574374079526	498.78497790868926	-5.117820324005893	539.80117820324	500.9572901325479	112.11340206185567	-84.4565616958706	-0.36147530939836015	-84.21149368949882	6.463668668055392	-83.35988236735695	-64.70408038230609	-55.96250650928657	182.2947404964416	-55.268182607186255	201.6316611699358	-52.8554070473876	183.31886825203958	
	10	3	21	100	1.0	0.66	00:00:24.41	00:03:19.68	00:00:28.44	00:02:26.85	00:00:28.88	00:03:19.64	00:00:50.02	718.0253994264647	16.509627201966413	501.5977058582548	18.31216714461286	717.8615321589513	104.91601802539945	-87.7754407051282	-85.75721153846155	-26.457331730769234	-85.53685897435898	-0.02003205128206153	-74.94991987179486	-14.17018284106892	602.1097046413503	416.3502109704641	1.5471167369901466	601.9690576652602	75.8790436005626	-83.37759618658495	35.97548518896834	-80.63329928498469	-80.33367381681988	35.94824651004426	-65.93803200544772	-15.477839335180052	591.4127423822715	-1.5235457063711833	408.4833795013851	591.2742382271468	73.19944598337952	-87.77299138449209	0.020036064916860583	-85.75435784411941	-26.44259667401322	-85.53396113003406	-74.94490082147865	-51.199520191923234	299.2003198720512	-43.14274290283887	193.58256697321067	-42.263094762095164	299.12035185925623	
	10	3	21	200	1.0	0.66	00:00:24.33	00:03:25.82	00:00:24.19	00:02:30.49	00:00:24.16	00:03:26.26	00:00:51.60	745.9515002055076	-0.5754212905877396	518.536785861077	-0.6987258528565482	747.7599671187835	112.0838471023428	-88.17899135166651	-88.24701195219123	-26.882713050238067	-88.26158779516082	0.21377903022058	-74.92955009231368	0.5787515502273544	750.8474576271186	522.1165770979744	-0.1240181893344404	752.6663910706903	113.31128565522943	-83.8328128114825	36.766562562296485	-83.9258422486544	-83.94577712804838	37.05894079340818	-65.71200744235497	0.7036423841059526	751.9039735099337	0.12417218543046829	522.8890728476822	753.7251655629138	113.57615894039736	-88.20420828081063	-0.21332299040046432	-88.27208377775622	-27.038689033258983	-88.28662852710171	-74.9830311257636	-52.84883720930233	298.87596899224803	-53.120155038759684	191.64728682170545	-53.17829457364341	299.72868217054264	
	10	3	21	500	1.0	0.66	00:00:27.78	00:03:24.81	00:00:28.11	00:03:22.21	00:00:27.57	00:03:25.35	00:00:54.17	637.2570194384449	1.1879049676025857	627.8977681785457	-0.7559395248380161	639.2008639308855	94.99640028797695	-86.43620916947414	-86.2750842244031	-1.2694692641960814	-86.53874322542845	0.2636590010253367	-73.55109613788389	-1.1739594450373472	628.6019210245464	619.3525435787976	-1.9210245464247568	630.5229455709713	92.70722162931342	-86.26180703229316	1.285791998417484	-86.09861035557095	-86.36565946293457	1.5528411057811118	-73.21101824835567	0.7616974972796549	642.8726877040261	1.95865070729053	633.4421472615162	644.8313384113167	96.4816829887559	-86.4718772826881	-0.2629656683710699	-86.31117604090578	-1.5290966642317927	-86.57414170927686	-73.62064767470173	-48.71700203064427	278.08750230755027	-48.10780875023076	273.2877976739893	-49.104670481816505	279.08436403913606	
