							ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					Greedy					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	3	21	100	0.0	0.0	7961.814	00:07:05.00	5	00:00:09.15	00:00:26.27	7458.199	00:04:11.00	4	00:04:40.88	00:05:00.60	6959.208	00:04:11.00	4	00:00:12.52	00:00:32.20	6959.208	00:04:11.00	4	00:07:15.84	00:07:35.51	7961.814	00:07:05.00	5	00:00:10.62	00:00:29.94	7458.199	00:04:11.00	4	00:04:38.38	00:04:58.88	6995.917	00:04:03.00	5	00:00:57.16	00:01:15.71	
	10	2	21	200	0.5	1.0	7256.76	00:16:46.00	8	00:00:08.69	00:00:27.88	6797.674	00:22:40.00	5	00:02:05.25	00:02:24.04	6790.378	00:18:43.00	6	00:00:09.16	00:00:27.80	6673.493	00:23:35.00	5	00:02:04.20	00:02:21.02	7256.76	00:16:46.00	8	00:00:08.69	00:00:27.97	6797.674	00:22:40.00	5	00:02:04.28	00:02:20.71	7658.105	00:20:48.00	8	00:00:49.92	00:01:10.51	
	10	3	21	200	1.0	0.66	7219.131	00:07:02.00	2	00:00:06.62	00:00:24.33	7219.131	00:07:02.00	2	00:03:08.34	00:03:25.82	6897.563	00:04:08.00	4	00:00:07.59	00:00:24.19	7027.668	00:04:08.00	4	00:02:14.79	00:02:30.49	7219.131	00:07:02.00	2	00:00:06.54	00:00:24.16	7219.131	00:07:02.00	2	00:03:07.03	00:03:26.26	7493.702	00:04:14.00	5	00:00:31.82	00:00:51.60	
	10	3	21	300	0.5	1.0	7564.537	00:07:04.00	4	00:00:10.45	00:00:31.20	7565.572	00:07:08.00	4	00:02:29.68	00:02:48.10	7315.54	00:07:36.00	4	00:00:11.15	00:00:30.87	7204.127	00:07:04.00	4	00:02:54.31	00:03:15.26	7564.537	00:07:04.00	4	00:00:10.60	00:00:31.66	7565.572	00:07:08.00	4	00:02:29.41	00:02:47.90	7709.305	00:05:04.00	5	00:00:43.03	00:01:03.77	
	10	2	21	500	1.0	0.66	6861.116	00:23:19.00	9	00:00:07.45	00:00:25.97	6703.389	00:21:25.00	6	00:02:29.38	00:02:45.10	6374.145	00:19:12.00	6	00:00:07.72	00:00:25.64	6374.145	00:19:12.00	6	00:02:37.31	00:02:53.25	6861.116	00:23:19.00	9	00:00:07.78	00:00:26.71	6703.389	00:21:25.00	6	00:02:29.19	00:02:45.12	6855.696	00:18:31.00	6	00:00:38.14	00:00:57.79	
	10	3	21	500	1.0	0.33	7448.976	00:04:11.00	4	00:00:13.40	00:00:34.00	7448.976	00:04:11.00	4	00:05:03.47	00:05:19.71	7044.971	00:04:11.00	4	00:00:15.83	00:00:35.53	6959.208	00:04:11.00	4	00:06:39.72	00:06:56.63	7448.976	00:04:11.00	4	00:00:12.88	00:00:32.83	7448.976	00:04:11.00	4	00:05:03.11	00:05:20.73	7152.408	00:04:24.00	5	00:00:50.77	00:01:11.08	
	10	3	21	200	1.0	0.33	7448.976	00:04:11.00	4	00:00:13.34	00:00:33.87	7448.976	00:04:11.00	4	00:05:03.83	00:05:20.51	6959.208	00:04:11.00	4	00:00:12.66	00:00:29.98	6956.633	00:04:13.00	4	00:06:29.59	00:06:45.30	7448.976	00:04:11.00	4	00:00:11.69	00:00:30.20	7448.976	00:04:11.00	4	00:05:02.15	00:05:22.96	7152.408	00:04:24.00	5	00:00:51.46	00:01:12.02	
	10	2	21	400	0.0	0.0	6719.506	00:17:09.00	7	00:00:07.09	00:00:23.53	6941.852	00:18:35.00	8	00:04:35.81	00:04:55.64	6462.91	00:18:40.00	9	00:00:09.47	00:00:26.61	6334.82	00:18:06.00	9	00:03:36.27	00:03:52.15	6719.506	00:17:09.00	7	00:00:07.86	00:00:26.01	6941.852	00:18:35.00	8	00:04:16.64	00:04:33.69	6656.982	00:18:31.00	6	00:01:11.35	00:01:29.85	
	10	3	21	100	1.0	0.66	7238.275	00:06:55.00	2	00:00:06.63	00:00:24.41	7238.275	00:06:55.00	2	00:02:59.59	00:03:19.68	7008.127	00:02:58.00	3	00:00:08.06	00:00:28.44	7027.668	00:04:08.00	4	00:02:07.53	00:02:26.85	7238.275	00:06:55.00	2	00:00:08.01	00:00:28.88	7238.275	00:06:55.00	2	00:02:59.77	00:03:19.64	7493.702	00:04:14.00	5	00:00:30.52	00:00:50.02	
	10	2	21	500	1.0	1.0	7773.955	00:30:23.00	7	00:00:03.75	00:00:23.29	7298.471	00:35:20.00	9	00:00:32.22	00:00:49.28	7183.685	00:18:42.00	6	00:00:03.01	00:00:21.64	7287.523	00:25:27.00	9	00:00:24.90	00:00:44.22	7773.955	00:30:23.00	7	00:00:03.66	00:00:22.56	7298.471	00:35:20.00	9	00:00:33.14	00:00:51.35	7707.131	00:23:02.00	7	00:00:27.82	00:00:47.83	
	10	2	21	500	0.5	1.0	7256.76	00:16:46.00	8	00:00:08.63	00:00:28.09	6797.674	00:22:40.00	5	00:02:03.00	00:02:17.95	6673.493	00:23:35.00	5	00:00:07.66	00:00:25.69	6673.493	00:23:35.00	5	00:02:03.41	00:02:19.47	7256.76	00:16:46.00	8	00:00:08.44	00:00:27.54	6797.674	00:22:40.00	5	00:02:02.90	00:02:17.82	7658.105	00:20:48.00	8	00:00:46.08	00:01:05.79	
	10	2	21	500	1.0	0.33	6705.445	00:16:00.00	6	00:00:10.53	00:00:29.17	6830.957	00:18:07.00	8	00:04:08.86	00:04:24.88	6583.165	00:16:00.00	6	00:00:11.66	00:00:29.94	6462.91	00:18:40.00	9	00:04:31.94	00:04:46.08	6705.445	00:16:00.00	6	00:00:10.53	00:00:29.14	6830.957	00:18:07.00	8	00:04:06.95	00:04:25.08	6607.844	00:18:47.00	6	00:00:52.52	00:01:11.15	
	10	3	21	400	0.0	0.0	7502.573	00:06:37.00	5	00:00:10.46	00:00:31.29	7458.199	00:04:11.00	4	00:05:08.46	00:05:24.70	6826.528	00:04:13.00	4	00:00:12.79	00:00:31.67	6959.208	00:04:11.00	4	00:07:23.60	00:07:40.54	7502.573	00:06:37.00	5	00:00:10.67	00:00:31.69	7458.199	00:04:11.00	4	00:05:04.05	00:05:20.81	6995.917	00:04:03.00	5	00:01:01.64	00:01:20.73	
	10	2	21	100	0.0	0.0	6893.503	00:17:12.00	7	00:00:06.70	00:00:23.25	6820.828	00:18:01.00	8	00:03:21.84	00:03:37.48	6462.91	00:18:40.00	9	00:00:09.84	00:00:26.59	6462.91	00:18:40.00	9	00:04:07.36	00:04:25.97	6893.503	00:17:12.00	7	00:00:07.03	00:00:24.34	6820.828	00:18:01.00	8	00:03:37.46	00:03:55.81	6656.982	00:18:31.00	6	00:04:50.68	00:05:47.53	
	10	3	21	200	0.5	0.66	6842.021	00:14:58.00	5	00:00:11.40	00:00:30.13	6791.246	00:10:32.00	5	00:04:30.95	00:04:46.18	6319.406	00:10:43.00	5	00:00:13.47	00:00:30.78	6339.755	00:10:32.00	5	00:05:56.39	00:06:11.06	6842.021	00:14:58.00	5	00:00:11.62	00:00:30.45	6791.246	00:10:32.00	5	00:04:30.70	00:04:45.81	7181.518	00:07:41.00	4	00:00:55.55	00:01:16.91	
	10	2	21	300	1.0	1.0	7773.955	00:30:23.00	7	00:00:04.03	00:00:24.38	7298.471	00:35:20.00	9	00:00:31.81	00:00:47.44	7183.685	00:18:42.00	6	00:00:02.99	00:00:21.60	7287.523	00:25:27.00	9	00:00:25.34	00:00:45.70	7773.955	00:30:23.00	7	00:00:03.95	00:00:23.89	7298.471	00:35:20.00	9	00:00:32.64	00:00:49.66	7707.131	00:23:02.00	7	00:00:29.88	00:00:51.12	
	10	2	21	200	1.0	1.0	7674.333	00:16:44.00	8	00:00:03.31	00:00:23.85	7298.471	00:35:20.00	9	00:00:32.90	00:00:52.53	7221.952	00:16:44.00	8	00:00:03.29	00:00:22.59	7287.523	00:25:27.00	9	00:00:24.92	00:00:44.51	7674.333	00:16:44.00	8	00:00:03.16	00:00:22.84	7298.471	00:35:20.00	9	00:00:31.93	00:00:49.91	7707.131	00:23:02.00	7	00:00:31.95	00:00:54.00	
	10	2	21	400	0.5	0.33	6719.506	00:17:09.00	7	00:00:12.35	00:00:31.42	6947.819	00:17:51.00	6	00:04:17.07	00:04:32.36	6462.91	00:18:40.00	9	00:00:15.29	00:00:33.21	6347.528	00:18:12.00	9	00:05:14.31	00:05:33.15	6719.506	00:17:09.00	7	00:00:11.83	00:00:30.36	6947.819	00:17:51.00	6	00:04:17.51	00:04:32.48	7453.518	00:18:35.00	7	00:00:59.86	00:01:18.52	
	10	3	21	300	0.5	0.33	7648.781	00:05:23.00	5	00:00:17.13	00:00:38.08	7458.199	00:04:11.00	4	00:07:00.83	00:07:22.07	7376.904	00:05:48.00	4	00:00:15.62	00:00:36.76	6959.208	00:04:11.00	4	00:09:24.74	00:09:41.37	7648.781	00:05:23.00	5	00:00:17.38	00:00:38.69	7458.199	00:04:11.00	4	00:07:04.71	00:07:22.24	7135.212	00:05:27.00	4	00:00:52.83	00:01:12.43	
	10	2	21	200	0.5	0.66	6639.247	00:28:25.00	9	00:00:10.23	00:00:28.09	6538.648	00:28:50.00	9	00:03:14.29	00:03:32.51	5911.369	00:28:22.00	7	00:00:10.40	00:00:28.03	5911.369	00:28:22.00	7	00:03:04.05	00:03:20.30	6639.247	00:28:25.00	9	00:00:10.54	00:00:28.81	6538.648	00:28:50.00	9	00:03:12.64	00:03:29.00	6997.117	00:21:17.00	6	00:01:00.73	00:01:21.33	
	10	3	21	100	0.5	1.0	7565.572	00:07:08.00	4	00:00:09.86	00:00:29.72	7565.572	00:07:08.00	4	00:02:29.91	00:02:49.63	7320.634	00:07:31.00	4	00:00:09.97	00:00:27.85	7204.127	00:07:04.00	4	00:02:53.21	00:03:12.71	7565.572	00:07:08.00	4	00:00:09.25	00:00:28.22	7565.572	00:07:08.00	4	00:02:30.76	00:02:50.74	7709.305	00:05:04.00	5	00:00:37.54	00:00:56.45	
	10	2	21	300	0.5	1.0	6673.493	00:23:35.00	5	00:00:07.67	00:00:25.61	6946.061	00:22:40.00	5	00:02:06.35	00:02:25.47	6673.493	00:23:35.00	5	00:00:07.79	00:00:25.86	6673.493	00:23:35.00	5	00:02:04.11	00:02:21.39	6673.493	00:23:35.00	5	00:00:07.98	00:00:26.42	6946.061	00:22:40.00	5	00:02:05.43	00:02:21.67	7658.105	00:20:48.00	8	00:00:44.56	00:01:03.97	
	10	3	21	200	1.0	1.0	8311.859	00:07:04.00	4	00:00:03.03	00:00:22.11	8311.859	00:07:04.00	4	00:00:07.66	00:00:25.88	7981.452	00:07:31.00	4	00:00:03.16	00:00:21.95	7880.685	00:07:04.00	4	00:00:08.75	00:00:29.70	8311.859	00:07:04.00	4	00:00:02.79	00:00:21.07	8311.859	00:07:04.00	4	00:00:08.25	00:00:29.30	8099.733	00:05:40.00	6	00:00:30.53	00:00:53.39	
	10	3	21	200	0.5	0.33	7533.902	00:06:36.00	5	00:00:15.99	00:00:37.15	7458.199	00:04:11.00	4	00:06:58.55	00:07:19.86	6874.188	00:05:48.00	4	00:00:14.65	00:00:31.33	6959.208	00:04:11.00	4	00:09:20.26	00:09:40.61	7533.902	00:06:36.00	5	00:00:15.69	00:00:36.25	7458.199	00:04:11.00	4	00:07:07.54	00:07:28.15	7135.212	00:05:27.00	4	00:00:56.72	00:01:16.92	
	10	2	21	400	1.0	0.33	6820.828	00:18:01.00	8	00:00:11.74	00:00:31.01	6820.828	00:18:01.00	8	00:03:55.69	00:04:12.62	6334.82	00:18:06.00	9	00:00:10.90	00:00:28.48	6462.91	00:18:40.00	9	00:04:32.40	00:04:47.25	6820.828	00:18:01.00	8	00:00:11.12	00:00:29.40	6820.828	00:18:01.00	8	00:03:55.39	00:04:10.82	6607.844	00:18:47.00	6	00:00:52.96	00:01:11.40	
	10	2	21	200	0.5	0.33	6830.957	00:18:07.00	8	00:00:13.26	00:00:31.70	6830.957	00:18:07.00	8	00:05:18.28	00:05:33.28	6462.91	00:18:40.00	9	00:00:15.09	00:00:32.34	6462.91	00:18:40.00	9	00:05:52.50	00:06:10.98	6830.957	00:18:07.00	8	00:00:13.45	00:00:32.18	6830.957	00:18:07.00	8	00:05:17.14	00:05:36.54	7453.518	00:18:35.00	7	00:01:09.45	00:01:29.89	
	10	2	21	100	1.0	0.33	6820.828	00:18:01.00	8	00:00:09.34	00:00:25.19	6705.445	00:16:00.00	6	00:03:14.64	00:03:31.22	6334.82	00:18:06.00	9	00:00:09.05	00:00:24.01	6347.528	00:18:12.00	9	00:03:53.01	00:04:10.74	6820.828	00:18:01.00	8	00:00:11.10	00:00:29.42	6705.445	00:16:00.00	6	00:03:15.17	00:03:33.49	6607.844	00:18:47.00	6	00:00:43.73	00:01:00.11	
	10	3	21	300	1.0	0.33	7157.613	00:04:13.00	4	00:00:14.44	00:00:33.73	7448.976	00:04:11.00	4	00:05:03.95	00:05:20.12	6959.208	00:04:11.00	4	00:00:16.19	00:00:36.53	6959.208	00:04:11.00	4	00:06:40.64	00:06:56.73	7157.613	00:04:13.00	4	00:00:14.23	00:00:33.15	7448.976	00:04:11.00	4	00:05:02.58	00:05:20.86	7152.408	00:04:24.00	5	00:00:47.33	00:01:06.95	
	10	2	21	100	0.5	0.33	6893.503	00:17:12.00	7	00:00:12.16	00:00:31.77	6830.957	00:18:07.00	8	00:04:49.43	00:05:08.58	6462.91	00:18:40.00	9	00:00:15.40	00:00:33.60	6462.91	00:18:40.00	9	00:05:32.73	00:05:50.69	6893.503	00:17:12.00	7	00:00:12.62	00:00:32.76	6830.957	00:18:07.00	8	00:04:47.01	00:05:05.40	7453.518	00:18:35.00	7	00:00:53.08	00:01:10.40	

DISTANCES
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	ACO_F1=1_F2=5_Sync=100	ACO_F1=1_F2=5_Sync=1000	ACO_F1=5_F2=1_Sync=100	ACO_F1=5_F2=1_Sync=1000	ACO_F1=F2=1_Sync=100	ACO_F1=F2=1_Sync=1000	Greedy	ACO_F1=1_F2=5_Sync=100->ACO_F1=1_F2=5_Sync=1000	ACO_F1=1_F2=5_Sync=100->ACO_F1=5_F2=1_Sync=100	ACO_F1=1_F2=5_Sync=100->ACO_F1=5_F2=1_Sync=1000	ACO_F1=1_F2=5_Sync=100->ACO_F1=F2=1_Sync=100	ACO_F1=1_F2=5_Sync=100->ACO_F1=F2=1_Sync=1000	ACO_F1=1_F2=5_Sync=100->Greedy	ACO_F1=1_F2=5_Sync=1000->ACO_F1=1_F2=5_Sync=100	ACO_F1=1_F2=5_Sync=1000->ACO_F1=5_F2=1_Sync=100	ACO_F1=1_F2=5_Sync=1000->ACO_F1=5_F2=1_Sync=1000	ACO_F1=1_F2=5_Sync=1000->ACO_F1=F2=1_Sync=100	ACO_F1=1_F2=5_Sync=1000->ACO_F1=F2=1_Sync=1000	ACO_F1=1_F2=5_Sync=1000->Greedy	ACO_F1=5_F2=1_Sync=100->ACO_F1=1_F2=5_Sync=100	ACO_F1=5_F2=1_Sync=100->ACO_F1=1_F2=5_Sync=1000	ACO_F1=5_F2=1_Sync=100->ACO_F1=5_F2=1_Sync=1000	ACO_F1=5_F2=1_Sync=100->ACO_F1=F2=1_Sync=100	ACO_F1=5_F2=1_Sync=100->ACO_F1=F2=1_Sync=1000	ACO_F1=5_F2=1_Sync=100->Greedy	ACO_F1=5_F2=1_Sync=1000->ACO_F1=1_F2=5_Sync=100	ACO_F1=5_F2=1_Sync=1000->ACO_F1=1_F2=5_Sync=1000	ACO_F1=5_F2=1_Sync=1000->ACO_F1=5_F2=1_Sync=100	ACO_F1=5_F2=1_Sync=1000->ACO_F1=F2=1_Sync=100	ACO_F1=5_F2=1_Sync=1000->ACO_F1=F2=1_Sync=1000	ACO_F1=5_F2=1_Sync=1000->Greedy	ACO_F1=F2=1_Sync=100->ACO_F1=1_F2=5_Sync=100	ACO_F1=F2=1_Sync=100->ACO_F1=1_F2=5_Sync=1000	ACO_F1=F2=1_Sync=100->ACO_F1=5_F2=1_Sync=100	ACO_F1=F2=1_Sync=100->ACO_F1=5_F2=1_Sync=1000	ACO_F1=F2=1_Sync=100->ACO_F1=F2=1_Sync=1000	ACO_F1=F2=1_Sync=100->Greedy	ACO_F1=F2=1_Sync=1000->ACO_F1=1_F2=5_Sync=100	ACO_F1=F2=1_Sync=1000->ACO_F1=1_F2=5_Sync=1000	ACO_F1=F2=1_Sync=1000->ACO_F1=5_F2=1_Sync=100	ACO_F1=F2=1_Sync=1000->ACO_F1=5_F2=1_Sync=1000	ACO_F1=F2=1_Sync=1000->ACO_F1=F2=1_Sync=100	ACO_F1=F2=1_Sync=1000->Greedy	Greedy->ACO_F1=1_F2=5_Sync=100	Greedy->ACO_F1=1_F2=5_Sync=1000	Greedy->ACO_F1=5_F2=1_Sync=100	Greedy->ACO_F1=5_F2=1_Sync=1000	Greedy->ACO_F1=F2=1_Sync=100	Greedy->ACO_F1=F2=1_Sync=1000	
	10	3	21	100	0.5	1.0	7565.572	7565.572	7320.634	7204.127	7565.572	7565.572	7709.305	0.0	-3.2375344521207396	-4.777497326044874	0.0	0.0	1.8998299137196788	0.0	-3.2375344521207396	-4.777497326044874	0.0	0.0	1.8998299137196788	3.3458577494790767	3.3458577494790767	-1.5914878410804256	3.3458577494790767	3.3458577494790767	5.309253269593866	5.01719361693651	5.01719361693651	1.617225792937848	5.01719361693651	5.01719361693651	7.012341675819983	0.0	0.0	-3.2375344521207396	-4.777497326044874	0.0	1.8998299137196788	0.0	0.0	-3.2375344521207396	-4.777497326044874	0.0	1.8998299137196788	-1.8644093079726403	-1.8644093079726403	-5.041582866419221	-6.55283452918259	-1.8644093079726403	-1.8644093079726403	
	10	3	21	200	0.5	1.0	7564.537	7564.537	7315.54	7205.162	7564.537	7564.537	7709.305	0.0	-3.2916356942929923	-4.75078646584715	0.0	0.0	1.9137721185050722	0.0	-3.2916356942929923	-4.75078646584715	0.0	0.0	1.9137721185050722	3.4036721827780356	3.4036721827780356	-1.508815480470337	3.4036721827780356	3.4036721827780356	5.382582830522427	4.987743509445034	4.987743509445034	1.531929469455367	4.987743509445034	4.987743509445034	6.9969696725764114	0.0	0.0	-3.2916356942929923	-4.75078646584715	0.0	1.9137721185050722	0.0	0.0	-3.2916356942929923	-4.75078646584715	0.0	1.9137721185050722	-1.8778346426817984	-1.8778346426817984	-5.1076588615964775	-6.539409194473432	-1.8778346426817984	-1.8778346426817984	
	10	3	21	500	0.5	1.0	7565.572	7564.537	7320.634	7204.127	7565.572	7564.537	7709.305	-0.013680393233979593	-3.2375344521207396	-4.777497326044874	0.0	-0.013680393233979593	1.8998299137196788	0.013682265021637866	-3.224295155143008	-4.764468730868787	0.013682265021637866	0.0	1.9137721185050722	3.3458577494790767	3.331719629747919	-1.5914878410804256	3.3458577494790767	3.331719629747919	5.309253269593866	5.01719361693651	5.002826851886423	1.617225792937848	5.01719361693651	5.002826851886423	7.012341675819983	0.0	-0.013680393233979593	-3.2375344521207396	-4.777497326044874	-0.013680393233979593	1.8998299137196788	0.013682265021637866	0.0	-3.224295155143008	-4.764468730868787	0.013682265021637866	1.9137721185050722	-1.8644093079726403	-1.8778346426817984	-5.041582866419221	-6.55283452918259	-1.8644093079726403	-1.8778346426817984	
	10	3	21	400	0.5	1.0	7842.987	7564.537	7315.54	7205.162	7842.987	7564.537	7709.305	-3.5503055149779006	-6.725078085683428	-8.132424546923255	0.0	-3.5503055149779006	-1.7044781535402238	3.680991976111688	-3.2916356942929923	-4.75078646584715	3.680991976111688	0.0	1.9137721185050722	7.209953058830928	3.4036721827780356	-1.508815480470337	7.209953058830928	3.4036721827780356	5.382582830522427	8.852333923928425	4.987743509445034	1.531929469455367	8.852333923928425	4.987743509445034	6.9969696725764114	0.0	-3.5503055149779006	-6.725078085683428	-8.132424546923255	-3.5503055149779006	-1.7044781535402238	3.680991976111688	0.0	-3.2916356942929923	-4.75078646584715	3.680991976111688	1.9137721185050722	1.734034390908127	-1.8778346426817984	-5.1076588615964775	-6.539409194473432	1.734034390908127	-1.8778346426817984	
	10	3	21	300	0.5	1.0	7564.537	7565.572	7315.54	7204.127	7564.537	7565.572	7709.305	0.013682265021637866	-3.2916356942929923	-4.764468730868787	0.0	0.013682265021637866	1.9137721185050722	-0.013680393233979593	-3.3048657788201625	-4.777497326044874	-0.013680393233979593	0.0	1.8998299137196788	3.4036721827780356	3.4178201472481886	-1.5229634449404905	3.4036721827780356	3.4178201472481886	5.382582830522427	5.002826851886423	5.01719361693651	1.5465163232130632	5.002826851886423	5.01719361693651	7.012341675819983	0.0	0.013682265021637866	-3.2916356942929923	-4.764468730868787	0.013682265021637866	1.9137721185050722	-0.013680393233979593	0.0	-3.3048657788201625	-4.777497326044874	-0.013680393233979593	1.8998299137196788	-1.8778346426817984	-1.8644093079726403	-5.1076588615964775	-6.55283452918259	-1.8778346426817984	-1.8644093079726403	
	10	3	21	100	1.0	0.33	7448.976	7448.976	6959.208	6959.208	7448.976	7448.976	7152.408	0.0	-6.574970841629776	-6.574970841629776	0.0	0.0	-3.981325755378985	0.0	-6.574970841629776	-6.574970841629776	0.0	0.0	-3.981325755378985	7.037697393151636	7.037697393151636	0.0	7.037697393151636	7.037697393151636	2.7761779788734686	7.037697393151636	7.037697393151636	0.0	7.037697393151636	7.037697393151636	2.7761779788734686	0.0	0.0	-6.574970841629776	-6.574970841629776	0.0	-3.981325755378985	0.0	0.0	-6.574970841629776	-6.574970841629776	0.0	-3.981325755378985	4.146407755262273	4.146407755262273	-2.701188187251073	-2.701188187251073	4.146407755262273	4.146407755262273	
	10	3	21	200	1.0	0.33	7448.976	7448.976	6959.208	6956.633	7448.976	7448.976	7152.408	0.0	-6.574970841629776	-6.6095393514491105	0.0	0.0	-3.981325755378985	0.0	-6.574970841629776	-6.6095393514491105	0.0	0.0	-3.981325755378985	7.037697393151636	7.037697393151636	-0.03700133693374042	7.037697393151636	7.037697393151636	2.7761779788734686	7.0773174321543175	7.0773174321543175	0.03701503299081349	7.0773174321543175	7.0773174321543175	2.814220615059046	0.0	0.0	-6.574970841629776	-6.6095393514491105	0.0	-3.981325755378985	0.0	0.0	-6.574970841629776	-6.6095393514491105	0.0	-3.981325755378985	4.146407755262273	4.146407755262273	-2.701188187251073	-2.737190048442434	4.146407755262273	4.146407755262273	
	10	3	21	500	1.0	0.33	7448.976	7448.976	7044.971	6959.208	7448.976	7448.976	7152.408	0.0	-5.423631382353764	-6.574970841629776	0.0	0.0	-3.981325755378985	0.0	-5.423631382353764	-6.574970841629776	0.0	0.0	-3.981325755378985	5.734658098663573	5.734658098663573	-1.2173648408204933	5.734658098663573	5.734658098663573	1.5250169234195687	7.037697393151636	7.037697393151636	1.2323672463878064	7.037697393151636	7.037697393151636	2.7761779788734686	0.0	0.0	-5.423631382353764	-6.574970841629776	0.0	-3.981325755378985	0.0	0.0	-5.423631382353764	-6.574970841629776	0.0	-3.981325755378985	4.146407755262273	4.146407755262273	-1.5021094993462454	-2.701188187251073	4.146407755262273	4.146407755262273	
	10	3	21	400	1.0	0.33	7448.976	7448.976	6826.528	6959.208	7448.976	7448.976	7152.408	0.0	-8.356155262146093	-6.574970841629776	0.0	0.0	-3.981325755378985	0.0	-8.356155262146093	-6.574970841629776	0.0	0.0	-3.981325755378985	9.118075835915409	9.118075835915409	1.9435941667565033	9.118075835915409	9.118075835915409	4.773729778886135	7.037697393151636	7.037697393151636	-1.906538790046215	7.037697393151636	7.037697393151636	2.7761779788734686	0.0	0.0	-8.356155262146093	-6.574970841629776	0.0	-3.981325755378985	0.0	0.0	-8.356155262146093	-6.574970841629776	0.0	-3.981325755378985	4.146407755262273	4.146407755262273	-4.5562277767152	-2.701188187251073	4.146407755262273	4.146407755262273	
	10	3	21	300	1.0	0.33	7157.613	7448.976	6959.208	6959.208	7157.613	7448.976	7152.408	4.07067272287562	-2.771943663341405	-2.771943663341405	0.0	4.07067272287562	-0.07271977403639909	-3.911450379219901	-6.574970841629776	-6.574970841629776	-3.911450379219901	0.0	-3.981325755378985	2.850970972558956	7.037697393151636	0.0	2.850970972558956	7.037697393151636	2.7761779788734686	2.850970972558956	7.037697393151636	0.0	2.850970972558956	7.037697393151636	2.7761779788734686	0.0	4.07067272287562	-2.771943663341405	-2.771943663341405	4.07067272287562	-0.07271977403639909	-3.911450379219901	0.0	-6.574970841629776	-6.574970841629776	-3.911450379219901	-3.981325755378985	0.07277269417516348	4.146407755262273	-2.701188187251073	-2.701188187251073	0.07277269417516348	4.146407755262273	
	10	3	21	100	0.5	0.33	7648.781	7458.199	6829.101	7044.971	7648.781	7458.199	7135.212	-2.4916650117188652	-10.716478874215385	-7.89419908871754	0.0	-2.4916650117188652	-6.7143901753756525	2.5553354100634795	-8.434985443536704	-5.540586943308969	2.5553354100634795	0.0	-4.33062995503337	12.00275116739378	9.212017804393287	3.1610310053988058	12.00275116739378	9.212017804393287	4.482449446859855	8.570794684605522	5.865574180504081	-3.06417159133799	8.570794684605522	5.865574180504081	1.2809279129750981	0.0	-2.4916650117188652	-10.716478874215385	-7.89419908871754	-2.4916650117188652	-6.7143901753756525	2.5553354100634795	0.0	-8.434985443536704	-5.540586943308969	2.5553354100634795	-4.33062995503337	7.1976698099509795	4.526662977918513	-4.290145828883581	-1.2647276633126092	7.1976698099509795	4.526662977918513	
	10	3	21	200	0.5	0.33	7533.902	7458.199	6874.188	6959.208	7533.902	7458.199	7135.212	-1.0048312282267597	-8.756604479325587	-7.62810559521481	0.0	-1.0048312282267597	-5.291945661093012	1.015030572394226	-7.830456119500158	-6.690502626706528	1.015030572394226	0.0	-4.33062995503337	9.59697348981436	8.495708874997302	1.2368006228517394	9.59697348981436	8.495708874997302	3.797161206530871	8.258037408854577	7.170226841904999	-1.2216907441191516	8.258037408854577	7.170226841904999	2.5290808954122483	0.0	-1.0048312282267597	-8.756604479325587	-7.62810559521481	-1.0048312282267597	-5.291945661093012	1.015030572394226	0.0	-7.830456119500158	-6.690502626706528	1.015030572394226	-4.33062995503337	5.587640563447863	4.526662977918513	-3.658251499745212	-2.4666961542278045	5.587640563447863	4.526662977918513	
	10	3	21	500	0.5	0.33	7522.042	7305.495	6829.101	6959.208	7522.042	7305.495	7135.212	-2.878832636137906	-9.212139469574893	-7.482462873778167	0.0	-2.878832636137906	-5.142619517412957	2.9641660147601288	-6.521036562204207	-4.7400894805896145	2.9641660147601288	0.0	-2.3308892826564036	10.14688463386324	6.975940171334415	1.905184884511153	10.14688463386324	6.975940171334415	4.482449446859855	8.087615717190817	4.975954160301003	-1.869566192014953	8.087615717190817	4.975954160301003	2.5290808954122483	0.0	-2.878832636137906	-9.212139469574893	-7.482462873778167	-2.878832636137906	-5.142619517412957	2.9641660147601288	0.0	-6.521036562204207	-4.7400894805896145	2.9641660147601288	-2.3308892826564036	5.4214226570983435	2.386516336164916	-4.290145828883581	-2.4666961542278045	5.4214226570983435	2.386516336164916	
